,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
25261,lastramos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25262,congratss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25263,septiembrefiesta,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25264,bignozzi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25265,zinoscrew,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25266,baldacini,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25267,caluu,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25268,colchonetas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25269,triccerri,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25270,guachisss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25271,borombonbon,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25272,mvc,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25695,chocolattte,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25696,previador,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25697,shakita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26088,babasonicosss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26080,pongasau,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26081,cogían,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26082,innovators,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26083,regarding,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26084,delirass,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26085,empedarme,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26086,provided,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26087,melado,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26089,ixtus,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26078,pérignon,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26090,evitaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26091,insípidas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26092,agnello,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26093,escrimaglia,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26094,dejl,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26095,vecinaaasss,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26096,archivocuando,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26097,autosss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26079,prospección,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26077,capasso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26099,hoytodos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26066,tieppito,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26058,zorru,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26059,militwitters,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26060,sinceramentee,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26061,scandura,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26062,petroleos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26063,maxxx,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26064,copitaaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26065,aquerocho,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26067,mateoduhaldeok,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26076,papafrancisco,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26068,yanzon,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26069,candeliña,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26070,chocolatosos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26071,carliss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26072,desafilien,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26073,pmi,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26074,peloos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26075,llamadores,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26098,frabricante,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26100,arrrmosa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26056,reguetton,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26132,subsistiendo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26124,grelak,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26125,quemecontá,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26126,peeeola,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26127,durin,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26128,alteraditas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26129,quispewhatsapp,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26130,zala,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26131,cognitivo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26133,motlëy,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26122,vorterixrock,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26134,bajonasooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26135,umana,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26136,frieend,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26137,buenuuu,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26138,aburridass,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26139,tombinooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26140,orita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26141,jajajajjjajajajjajaja,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26123,telmi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26121,gelato,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26101,jajajajajajajajajajajajsj,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26110,destroyeeed,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26102,odiarrr,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26103,raaackaas,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26104,cachetoncito,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26105,victrola,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26106,mazuca,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26107,cenano,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26108,naadiee,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26109,apuñaladaaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26111,creean,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26120,mamora,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26112,manguea,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26113,agutinnn,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26114,dancemoms,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26115,obsesivas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26116,chekendengue,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26117,cioffi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26118,bossasbich,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26119,clásic,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26057,comebanco,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26055,niemetz,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25698,recetados,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26355,guleros,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26363,shuliam,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26362,valitaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26361,vamosargentina,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26360,invisble,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26359,correstudiar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26358,hagarrame,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26357,egreseee,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26356,xfinnn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26354,drogita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26365,muchii,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26353,joyísima,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26352,dominaran,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26351,dirigencialmente,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26350,romay,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26349,porquè,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26348,frequito,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26347,frequita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26346,laputakelopario,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26364,torrenciales,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26366,valedera,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26344,incurre,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26377,enséñale,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26385,resumene,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26384,emití,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26383,seber,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26382,buuuzooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26381,alvearla,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26380,tapás,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26379,yesikita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26378,poronguilla,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26376,atd,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26367,taraado,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26375,mostrarlos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26374,esqueletooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26373,esqqq,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26372,afeiteee,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26371,aturdirnos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26370,solanooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26369,estresarse,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26368,demetan,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26345,eneroanoche,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26343,dine,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26054,juramiento,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26044,estiraron,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26319,condimentando,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26037,kateri,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26038,needle,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26039,scambiare,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26040,kochmann,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26041,bailarinn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26042,monkeyyy,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26043,thiagooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26045,altanero,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26321,flayado,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26046,happyfeet,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26047,brockman,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26048,oxidativa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26049,falsosss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26050,fuelle,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26051,amigooou,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26052,ajajajajaajj,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26053,balca,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26320,traiqueo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26322,minicolo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26342,quica,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26333,kohlschreiber,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26341,penitencias,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26340,organisen,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26339,preparativosss,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26338,kemepasaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26337,boquis,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26336,jeek,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26335,spss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26334,impactando,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26332,melodramático,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26323,drugi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26331,guardatela,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26330,meninaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26329,convideee,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26328,combustiona,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26327,wislawa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26326,endurecen,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26325,usabilidad,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26324,jú,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26142,mujersuela,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26143,inventosss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26144,moyyy,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26263,pailonn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26255,dioshaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26256,hidrostática,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26257,chombis,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26258,colgás,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26259,enfilamos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26260,spamers,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26261,esguinzó,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26262,becada,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26264,clavalo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26253,degustó,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26265,pocc,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26266,llevárselas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26267,peona,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26268,valoraciones,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26269,encalló,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26270,paaardooon,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26271,giannoni,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26272,ritalin,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26254,maurex,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26252,trazabilidad,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26274,guleada,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26241,tumtum,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26233,relajaaateee,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26234,mormonesss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26235,proode,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26236,pasaloo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26237,choombi,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26238,vasalisa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26239,narula,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26240,maresde,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26242,xirgu,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26251,chupetearle,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26243,modificarla,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26244,quia,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26245,recuperadores,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26246,cinetto,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26247,supollo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26248,dominion,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26249,rrunnn,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26250,cxlv,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26273,dieguisss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26275,billeteraa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26145,settimana,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26303,doroteo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26295,diceennn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26296,nunccca,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26297,calze,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26298,buquet,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26299,copex,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26300,independizar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26301,fotonovela,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26302,patelitos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26304,wevadas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26293,boyy,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26305,balbano,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26306,huntington,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26307,gmo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26308,sanitariosel,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26309,omaaar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26310,asquroso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26311,berlingo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26312,rochhha,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26294,pomos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26292,diganmennn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26276,alejándome,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26281,granizooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26277,equibocarse,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26278,kalik,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26279,flooorr,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26318,reyenado,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26317,flojeeeraaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26316,huerfanito,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26315,citoesqueleto,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26280,madder,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26282,zine,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
