,Palabra,cant central,cant guaranitica,Total central,Total guaranitica,Total central guaranitica,Pvalue,fnorm central,fnorm guaranitica,maxdif
9459,merce,2.0,35.0,2,27,29,6.17530512367e-05,0.10867778531,1.12875880714,10.3862882734
9462,guayaba,2.0,35.0,2,28,30,6.17530512367e-05,0.10867778531,1.12875880714,10.3862882734
9461,vagosss,2.0,35.0,1,27,28,6.17530512367e-05,0.10867778531,1.12875880714,10.3862882734
1414,sois,80.0,13.0,21,12,33,2.25587262851e-22,4.34711141239,0.419253271224,10.3687000454
2809,cndo,43.0,7.0,3,7,10,9.97117227404e-13,2.33657238416,0.225751761428,10.3501845097
1030,claaa,104.0,17.0,82,17,99,1.53734376583e-28,5.65124483611,0.548254277754,10.3077076922
6286,bicameral,3.0,52.0,2,5,7,1.07901361885e-06,0.163016677965,1.67701308489,10.2873712422
6287,menina,3.0,52.0,3,27,30,1.07901361885e-06,0.163016677965,1.67701308489,10.2873712422
39,belgrano,3270.0,536.0,387,281,668,0.0,177.688178981,17.2861348751,10.2792313183
656,ribera,22.0,381.0,19,126,145,8.9200725455e-40,1.19545563841,12.287345872,10.2783787848
3720,taragüi,5.0,86.0,4,63,67,3.73032941497e-10,0.271694463274,2.7735216404,10.2082376173
315,pilla,272.0,45.0,145,34,179,1.59482194106e-71,14.7801788021,1.45126132347,10.1843676002
1971,inta,9.0,154.0,9,32,41,5.40192093928e-17,0.489050033894,4.96653875142,10.1554818673
5265,caprichitos,24.0,4.0,21,4,25,1.12668617996e-07,1.30413342372,0.12900100653,10.1094825444
5264,porqie,24.0,4.0,6,4,10,1.12668617996e-07,1.30413342372,0.12900100653,10.1094825444
5263,peters,24.0,4.0,18,4,22,1.12668617996e-07,1.30413342372,0.12900100653,10.1094825444
5262,folow,24.0,4.0,3,4,7,1.12668617996e-07,1.30413342372,0.12900100653,10.1094825444
4210,pelie,30.0,5.0,28,5,33,3.00767730066e-09,1.63016677965,0.161251258163,10.1094825443
4209,abonos,30.0,5.0,12,3,15,3.00767730066e-09,1.63016677965,0.161251258163,10.1094825443
1353,cazo,84.0,14.0,66,13,79,3.24862161537e-23,4.56446698301,0.451503522856,10.1094825443
1352,humita,84.0,14.0,59,10,69,3.24862161537e-23,4.56446698301,0.451503522856,10.1094825443
10785,colorao,12.0,2.0,7,1,8,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10784,yutaaa,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10778,chipà,12.0,2.0,1,2,3,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10783,facebookhttps,12.0,2.0,1,2,3,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10782,colacha,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10786,paracaidistas,12.0,2.0,9,2,11,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10787,digger,12.0,2.0,1,2,3,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10781,sabattini,12.0,2.0,9,2,11,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10780,aircross,12.0,2.0,1,2,3,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10779,venancio,12.0,2.0,4,2,6,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10768,cne,12.0,2.0,6,2,8,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10777,egr,12.0,2.0,7,2,9,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10776,comegatos,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10775,pezzota,12.0,2.0,5,2,7,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10773,lafe,12.0,2.0,8,2,10,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10772,ajajajajajjajaja,12.0,2.0,12,2,14,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10771,matisse,12.0,2.0,4,2,6,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10770,papudos,12.0,2.0,4,1,5,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10769,castillon,12.0,2.0,6,2,8,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10767,fraka,12.0,2.0,9,2,11,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10766,guapaaa,12.0,2.0,7,2,9,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10765,gorreando,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10789,macundra,12.0,2.0,1,1,2,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10764,chamuyarte,12.0,2.0,12,2,14,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10788,zumo,12.0,2.0,7,2,9,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10774,colín,12.0,2.0,1,2,3,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10790,cachos,12.0,2.0,9,2,11,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10792,numirrr,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10793,culiadaa,12.0,2.0,11,2,13,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10794,llegao,12.0,2.0,8,2,10,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10795,uom,12.0,2.0,9,2,11,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10796,putasa,12.0,2.0,12,2,14,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10797,rocchia,12.0,2.0,5,1,6,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
10791,penalaso,12.0,2.0,10,2,12,0.000175986061656,0.652066711859,0.0645005032652,10.1094825443
7150,butaquera,18.0,3.0,15,2,17,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7147,bbu,18.0,3.0,9,2,11,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7148,porfiado,18.0,3.0,14,3,17,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7149,teneis,18.0,3.0,8,3,11,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7153,dormirlo,18.0,3.0,12,3,15,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7151,vado,18.0,3.0,10,3,13,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7152,estáis,18.0,3.0,11,3,14,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7144,choriando,18.0,3.0,17,3,20,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7154,siestooon,18.0,3.0,15,3,18,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7145,icho,18.0,3.0,13,3,16,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7146,dahy,18.0,3.0,6,2,8,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
7143,tentaba,18.0,3.0,18,3,21,4.34265596973e-06,0.978100067788,0.0967507548978,10.1094825443
3455,lct,36.0,6.0,24,3,27,8.17845404512e-11,1.95620013558,0.193501509796,10.1094825443
21623,gibraltar,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15058,tomytorres,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15059,cavagna,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15060,udcisa,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15013,obsesionnn,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21689,volvas,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21690,isimos,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21691,primaverga,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21692,escuti,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21693,deigor,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21694,carneada,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21695,hurones,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15011,putta,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15012,falete,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21696,jsjahaja,6.0,1.0,1,1,2,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15061,karaokeando,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15062,cagonaso,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15063,mooono,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15064,puntanidad,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21688,siciliano,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15065,carcano,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21686,paaal,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21680,pivots,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21673,tacklear,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21674,diazo,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21675,nigeriana,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21676,aam,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15010,ruckauf,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21677,autaso,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21678,velazques,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21679,shica,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21681,abortaron,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21685,madrw,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21682,tragic,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15069,desinfección,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15068,paratra,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15067,saguir,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15066,mechaa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15056,iwc,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21683,erecto,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21684,pradon,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15057,ramello,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15015,insfa,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15055,winding,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15034,miércolesodio,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15026,digáis,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15027,nicabida,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15028,kote,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15029,chombi,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15030,sssuerte,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15031,ajua,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15032,pettiti,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15033,ciliados,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15035,teniéndome,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15043,sabini,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21671,dél,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15036,kip,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15037,césarr,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15038,flashooo,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15039,reediseño,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15040,akemi,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15041,gallere,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15042,hernandooo,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15025,ivº,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15024,pollerearla,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15014,limitadosinformate,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15016,puňalada,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15054,hipotálamo,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15053,cuerdita,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15052,flasheee,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15051,wuanchope,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15050,prendimiento,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15049,laverap,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15048,nvacba,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15047,cilindrooo,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15046,bellvillense,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15044,luchiluuu,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15017,queroseno,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15018,pxxr,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15019,salidon,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15045,vallecito,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15020,cayeran,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15021,gastu,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15022,papudasa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15023,fotomontaje,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21672,sueñonnn,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21634,ijaaa,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21670,mintiera,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15091,bellvillenses,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15117,matth,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15116,malmalmal,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15115,botanas,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15114,capitalll,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15113,bashio,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15112,cagoncito,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15111,bihan,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15110,susanense,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15109,verguenzon,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15108,salmerón,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15107,tomsize,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15106,wachox,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15105,compartirles,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15104,fiambalá,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15103,perreke,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15102,cazafantasma,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15101,arciero,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15100,quebradoo,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15099,kebrao,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15098,prestacione,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15097,vitalife,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15096,daysha,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15095,vecinxs,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15094,romería,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15093,llantodemudo,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15118,monivel,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15119,skywhite,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15120,aryentain,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15132,ayflo,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21632,meeeh,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21631,clavitos,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21630,delirada,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21635,idiotizado,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21636,daron,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21637,cursal,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21638,dignate,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15136,musu,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15135,pirito,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15134,jajajajajajajajajaajajajajajajajajjajajajajajajajajajajajajajajajaja,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15133,yostiu,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15131,avasallador,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15121,peñazo,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15130,pinaar,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15129,fordel,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15128,vilaro,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15127,ramuno,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15126,lamusica,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15125,brocca,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21629,serafin,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21628,leiscester,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15124,sombraitoro,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15123,aine,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15122,salsarte,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15092,turrasa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15090,calasanz,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21669,rancher,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15089,vua,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15077,hartannnte,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15076,pinshila,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15075,jurchensen,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15074,contratá,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15073,decó,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15072,plancharmelo,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15071,halas,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15070,expositivo,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21652,pastaaa,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21653,bautizó,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21654,blueee,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21655,mnts,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21656,ajjajajajajaa,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21657,mendi,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21658,desinflamante,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21659,aymu,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21660,bolichito,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21661,ajajjajajajajaja,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21662,pisame,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21663,gggoool,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21664,claudita,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21665,rtrtrt,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21666,reventamo,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21667,suris,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21668,cronistas,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15078,pechando,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15079,dgregorio,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15080,falbii,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21642,graci,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21627,pillaaa,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21626,dvicio,6.0,1.0,1,1,2,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21625,coluda,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21624,belux,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15088,towers,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15087,sotri,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15086,mambeada,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15085,khala,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21639,difi,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21640,kbn,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21641,communications,6.0,1.0,1,1,2,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21643,devaluados,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15081,chancay,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21644,inmemoriables,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21645,federalizar,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21646,gregoria,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21647,parlantito,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21648,kabio,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21649,doblaron,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21650,céline,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21651,heeer,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21633,walther,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15083,almafcity,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15082,sopenca,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15084,deveeeno,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
