,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
23208,twistar,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23207,altra,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23206,deliradaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23205,cruell,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23750,sthefi,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23749,charlemosss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23748,menfiii,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23219,huebadas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23225,jajajajjajajjaaja,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23224,vizcaaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23223,exílienme,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23222,sumbutruuuleee,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23221,infecten,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23220,vegeto,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23218,mamm,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23747,antofa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23217,zunz,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23216,scattareggia,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23743,cortodramas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23744,ofete,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23745,pijen,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23746,liggi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23204,puri,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23202,rourtney,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23294,desdeesanoche,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23201,burdas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23184,jooyaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23183,yuaco,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23182,culoncita,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23181,opinamiento,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23180,trabadoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23179,fieraso,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23178,quirquincha,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23177,etiquétame,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23176,paveee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23175,caldear,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23174,sinceraron,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23173,esmeralita,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23172,japissh,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23171,yodmongkol,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23170,provocasss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23185,sobaban,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23756,desdoblarse,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23755,sobrin,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23194,piniti,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23200,traikk,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23199,murii,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23198,jejejejejjejeje,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23197,remilputas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23196,vinificar,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23195,dover,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23193,contigono,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23186,flaiaste,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23192,rodrisl,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23191,refucilos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23190,regae,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23189,imaginaate,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23188,psicopatía,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23187,nachhh,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23226,circunvalaciónnn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23227,tiempu,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23228,regalándole,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23229,salgass,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23742,inmendoza,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23279,lastimeee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23278,atinandinggg,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23277,traiquitaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23276,baish,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23275,iriarteee,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23274,chabonciiin,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23273,rafafael,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23272,aúllan,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23271,shortfilm,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23270,looko,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23269,intercomunicador,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23268,cogggida,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23267,roteiroo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23266,cajeteros,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23741,motero,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23740,asesinamee,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23739,boyko,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23288,filicis,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23293,patatúm,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23738,ռօʀʍaʟ,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23292,fantacias,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23291,revolucionados,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23290,lubrica,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23289,rafaelel,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23287,pichuliado,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23280,sosofi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23286,señó,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23285,brunix,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23284,maxuu,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23283,cucharacha,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23282,densísimos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23281,elote,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23265,invieron,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23264,rascarmela,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23263,orfán,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23237,tomamooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23243,wrongi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23242,chañaral,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23241,chorax,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23240,prescinden,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23239,autonomina,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23238,pololos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23236,vikina,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23245,pokis,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23235,snackkk,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23234,supercross,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23233,cilio,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23232,guzan,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23231,tumbita,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23230,doesnâ,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23244,leitto,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23246,lrcc,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23262,rarer,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23255,tascani,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23261,avisarteee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23260,nucleado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23259,mueliii,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23258,stanimal,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23257,contramanooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23256,juegabamos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23254,polypisi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23247,netti,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23253,depravadaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23252,concentrooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23251,unyp,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23250,nikkei,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23249,raulooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23248,peliandome,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23701,cartona,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23700,nomequieroenfermar,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23699,renzoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23622,juleeeta,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23606,pizz,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23607,sullivan,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23608,chacarerooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23609,vromk,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23610,agregarrr,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23611,beiioo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23612,cañitos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23613,comeriaaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23614,يمكنك,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23615,bateas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23616,viewpoint,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23617,fachulinn,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23618,barriobajera,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23619,constanteee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23620,aguantennn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23605,egre,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23604,peteeer,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23603,simpecao,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23594,recolectaba,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23588,seos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23589,vrz,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23590,aprendeer,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23591,yior,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23592,cotizaciones,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23593,tacas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23595,vique,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23602,udilem,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23596,habitado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23597,poveda,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23598,perotto,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23599,impaktados,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23600,alkolemia,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23601,puestro,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23621,jajajajajajajajajajajajaajajajaj,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23623,pellegrina,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23505,apenado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23624,godless,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23643,florgie,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23644,escabiandome,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23645,ooam,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23646,horizontales,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23647,behhh,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23648,pechamos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23649,manssooo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23650,musiiicaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23651,prichoda,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23512,alvarin,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23511,jajqjaja,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23510,winnipeg,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23509,hopp,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23508,limítese,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23507,sabeloh,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23642,diseniador,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23641,abdera,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23640,wijaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23631,saitou,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23625,anillaco,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23626,kameruza,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23627,europaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23628,ultramacristas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23629,aburguesé,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23630,putaquelopario,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23632,mendozazo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23639,ñacuñán,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23633,extrania,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23634,enfiestadoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23635,gratificación,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23636,oliiis,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23637,garotiños,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23638,fáltán,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23587,envasadas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23586,saciara,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23585,malalecheee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23584,celadoras,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23527,jaulacon,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23526,secota,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23525,shinji,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23524,lococribin,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23523,bocheee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23522,chupandrina,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23521,alcaldesa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23520,apachuchado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23519,feyes,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23518,licuadittto,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23517,curiosesco,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23516,abihaggle,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23515,souncheck,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23514,aromáticos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23513,keasko,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23528,papapá,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23529,peniten,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23530,raata,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23546,salaminaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23542,conservará,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23541,goooshhh,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23540,barz,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23539,culll,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23538,diferecial,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23545,ribos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23547,pumper,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23531,palmaresss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23537,hermanitha,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23536,chivatear,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23535,giamportone,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23534,loqisss,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23533,cooopas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23532,gasistas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23548,motorizadas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23549,vínicos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23550,reilos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23576,lesik,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23570,estatizan,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23571,abogueitor,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23572,lanzaré,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23573,saquelo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23574,ponemee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23575,maldddita,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23577,kanalvorstellung,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23568,discursivas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23578,evitaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23579,rodolfoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23580,reiniciado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23581,mazziotti,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23582,milaló,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23583,galeón,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23569,caidaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23567,aburriendote,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23551,reafirmen,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23558,enzu,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23552,manar,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
