palabra,pvalorWelch
corcel,0.0693583907672
propongas,3.75473199611e-07
jeta,1.74529402331e-06
contradigo,1.23227364404e-07
atari,0.0398595527898
ladoo,0.00529179046535
cantarte,0.000263534647503
torno,0.00797594922264
nudos,0.000119198812871
recomiendas,0.00169425444789
totita,0.00418720814302
mirarlo,0.00215828384013
decímelo,0.000418232676242
mango,7.03487332189e-05
stalkeadora,1.42314861347e-05
invirtió,0.000318706054214
carteeel,0.0055129291619
aparecioo,3.41709217046e-06
brote,2.66059815594e-06
marrr,0.370334141236
perdidisima,0.000789057794812
faveando,5.57940556627e-06
pizzaa,1.12078186472e-06
hablamos,3.20658187831e-10
oriente,0.00661317032362
manejar,0.108938344631
lloviendooo,8.10708398736e-05
civil,0.00152351412378
aparecido,0.00734615185539
disney,0.995565045989
osama,0.0139645205747
última,2.45917200752e-24
cabezón,0.0638519436459
bum,0.000538922993352
ojis,0.223057736914
tendrán,2.62681229956e-06
filosofia,6.80426132999e-07
aceptarnos,4.59292889211e-08
gets,0.00272438809817
leones,0.166826529469
grabo,2.35328527795e-05
transformadora,0.000116998239701
tardando,0.00641974010181
opinó,0.986110311659
instalen,0.00161741760676
vaaarios,0.00430145807025
verbo,4.40889615716e-05
flooor,0.00011025959019
cosquillas,2.39029802612e-07
congress,0.967006394526
democratico,0.0148071092092
subis,0.00588242007272
amarteee,0.00565029801845
farc,0.116149435442
aurich,0.114583181138
quemando,1.31872312726e-06
oo,2.88626506305e-09
editar,2.27899781637e-09
maquinita,4.51194663948e-06
laplace,0.0130230171807
alaban,0.046114950913
marginado,0.000130334055932
caee,1.01216401895e-05
recordarles,0.000284211788597
desayuno,6.01675385338e-05
tenemosss,0.871378914773
pichu,0.0150423834633
boceto,0.0296435520269
carlitoss,0.00204706546156
registrarme,0.000675355979309
libroo,0.00948153738937
semis,0.939115102326
bienaventurados,0.111097127872
aullar,0.0102227461774
cóctel,0.188911912877
chape,2.13354456911e-06
debutó,0.00072352915961
europeos,0.170841808848
convulsiones,0.000380559749541
path,0.241508464508
signos,0.000786343268841
depresiva,0.0109256585978
oficina,1.26749596692e-05
mías,0.000711404444335
alikal,2.15918230873e-05
preocupante,1.05281214569e-06
replies,0.0337342638686
ventanaaa,0.00188135713469
establishment,0.00400168195329
sorprendiendome,0.00118033729792
mánager,4.39883696134e-06
taglia,0.0146893316452
diaaas,0.000110058253533
maaannn,0.0311020433788
acabo,0.256794046896
volados,0.00106206703798
mandarlos,4.05313633413e-07
complico,9.29776623612e-05
carencia,0.00419348725944
broadcast,0.0559339453915
contemporáneo,0.0829890884829
reymond,0.0174147038391
tiernooo,6.37360549911e-10
uuuy,0.323820324325
descansada,4.58130766624e-08
comprendí,2.24909102376e-08
alfonso,0.0460848417702
pelotudaaa,1.15613767614e-06
dìa,0.000162496706443
belo,0.43610136061
decepcionarme,4.241408838e-05
congelador,5.86329156142e-09
comiendose,2.72222848331e-05
giiilll,0.0108563763815
amarnos,0.00854309010023
primaverales,0.000322639032224
perra,0.000580039790518
jager,0.00308658938603
vergüenzas,0.00737783390738
ameas,0.00299277204601
dominación,0.0212742790534
arrancarlo,5.30309291663e-05
pellegrino,0.00446424662998
pollo,0.017871258319
balance,0.000230807681041
repleto,0.00365914174895
about,0.00051381055388
monologos,0.000682912591734
fotografa,0.0318135975729
grabó,0.00312523298829
dislexia,0.00103176164163
mudanzas,0.0475398216408
acordada,0.00200352935816
partía,0.00190864165141
imputó,0.00183690307006
siciliani,0.285148424009
palmeritas,0.0015347927017
primaa,0.0514903364091
pidanle,0.0003941732062
cortesía,0.000210593234146
organos,0.00224616247175
tmbien,0.000117447744247
tuberculosis,0.000378448758716
nadda,0.000921989204563
camarin,0.0563912862866
contribución,0.0297096288669
alejen,8.72795045208e-06
ortografia,5.36118508202e-06
inmaduras,0.0067395850924
indefinidamente,0.00115356855102
sobrepaso,0.000502528155433
duty,0.0597706055912
pleno,1.23408078856e-15
sq,0.00182137385803
namuncurá,0.0882357474127
dormidooo,0.00669853760653
ill,0.0153073367302
bolicheee,0.000552442127337
aus,0.0495937195797
estaas,1.3393425099e-05
escuchás,0.0181683216411
saldrán,0.00975411129917
semifinales,0.00190333807171
crie,2.75955032197e-06
advance,0.000829347158277
enloquecido,0.00211088285665
edc,0.000991576142425
caminaste,0.000757914698577
puteando,2.83287381768e-06
obaca,0.00337091143271
cambiante,0.42544487386
interno,9.76652103007e-06
oirte,0.000607985348784
detestooo,2.24973469552e-06
soñadora,0.655173541906
rosh,0.12967718891
paqui,0.598120789296
baileee,0.587023651689
papuu,2.42552224104e-06
bancá,0.000149593268946
desbordes,0.0375594899766
barbacoa,4.39563204337e-06
paaalo,1.87207316885e-05
parace,0.0470122557273
convoque,0.0136625892835
debacle,0.00670657079203
bar,0.0690226879301
relacion,1.66492028102e-06
niro,0.436359475199
rastafari,0.000974451843237
tremendisimo,0.000738930854856
camel,0.0725130292076
pasándola,0.00208626689182
adeptos,0.0122853109909
siestero,0.000507769495491
utilizado,0.0225394383657
cagadita,1.28105723109e-05
implora,0.000240709568485
lavan,1.88769770608e-07
erra,1.11338415951e-05
pochita,0.0279909930474
tress,0.000105776924341
tragame,1.65471313636e-05
viturro,0.0302260313263
rival,0.00139141515025
aparecía,0.000122646235447
vivis,0.0924953689674
siganmeee,0.614521777281
nirvana,0.000840713663841
jajajajajajajajajjajajajaja,0.000211923802516
pelotudooo,0.000160084155183
quebrarme,0.247940627469
desempolvar,0.10250508833
surco,0.00137187370309
limpié,6.69594621805e-06
proposito,0.0963352110834
borrachaa,0.0878449989832
tirri,0.137978779044
mordió,1.06845080431e-05
showers,0.00242971186366
duende,0.00185425551025
movemos,0.00441640414641
h,8.59602682503e-07
disminuir,0.00312599503132
moria,0.379832622469
sueeeño,1.1849522252e-06
destrozan,0.0635583494274
nerviosa,9.52789413467e-12
hoooyyy,0.000586774548115
cerras,1.7583087339e-05
puchiii,0.000356256751776
mitico,0.00259516259423
usemos,0.0564998637545
lib,0.00141958319036
trucada,0.000185932782125
chan,4.1729214577e-05
atenderte,0.0512937050069
matutina,0.000696160721243
broche,0.0956574611467
ofendes,1.92012988246e-05
platon,0.118713936789
respirá,0.000146073898066
bandida,1.31586398545e-06
organizacion,8.09671536587e-05
porfis,0.00446517463231
llame,0.00137022518678
sxc,0.00635061483053
guitarraaa,0.00145245285918
twerk,0.000154622940163
originals,0.000955899605188
inesperado,0.000157490304641
relatos,0.0100941356788
biri,0.0095671946283
pungas,0.0083699973354
putavida,5.86710202039e-05
paulaa,0.00134213290372
compararse,0.141328375395
almacén,0.00016635797729
andreee,0.00245120788635
seems,0.00176236543179
dale,1.74223257321e-51
acusada,0.000760466291836
señas,0.0077335961394
kurt,2.48020779475e-06
desmenuzarme,5.14330242324e-05
rin,0.0206584647553
slidely,0.0525833039656
switchfoot,0.106833233564
nnn,1.74202208281e-06
trucha,0.0465291047499
ingerir,2.2611371181e-06
referente,4.86234787301e-07
nómina,0.00126038409286
favaaarrr,0.000878473780152
campeooon,0.00023545147748
agarres,7.50424012668e-05
diles,0.00483730774806
colectivooo,0.000452572033601
anuncien,4.84143873493e-05
incomprensible,2.12189944332e-05
tráeme,0.000133897354838
fallecida,0.0328190644166
diseño,9.92231897742e-05
ausentismo,0.00019497455425
blogger,0.0314698150199
llamameee,0.0435746638868
protegerte,0.00475336148551
caracteriza,5.9926537839e-05
borghi,0.0170527143689
somehow,0.000991141419948
regalooo,1.48740818119e-05
causó,5.55498665833e-06
carolo,0.00186027709457
prestarte,0.000823613710975
lind,0.00595926915607
tataaa,0.00019373449459
service,3.01561252521e-05
contemplando,0.143818927002
mandarin,0.00329139766791
quierp,8.16453050832e-06
alejaste,2.58058090171e-08
pertenecer,0.158333060926
coquito,0.00305202583609
apart,0.11777301534
llaveros,6.77040303263e-06
mordidita,0.909852279247
compasión,1.96514903784e-07
escuchado,3.43177346384e-09
abrirlo,1.37935096345e-05
cigarrillo,8.18105327603e-07
wtfff,0.194222519401
matiasss,2.52180878309e-05
badia,0.131595280909
kg,0.0210381926208
kerido,0.000975140109689
kemal,3.56770669053e-06
acadee,0.00127653274877
closer,0.00240092539971
timbero,0.0196111133926
rendia,8.81161662687e-05
numirrr,0.00367315651061
acompañaría,0.00920231022002
exigi,0.0126510824419
blindaje,0.0140709733917
marías,0.00219798407811
gigi,0.00415827151354
futbolístico,0.000178464285089
involucrados,0.0130793615758
afianza,0.000111647412628
fallé,4.67893364215e-06
tocada,0.00142576289923
provocadora,2.91850819281e-05
estatizar,0.0044076741997
sisisisisi,3.70483901109e-09
estirando,0.000370918309225
demasiada,1.08001659709e-05
amore,7.75341086679e-05
garcaron,0.0017054446753
postal,3.25247750765e-05
suplente,8.31473176686e-06
ejemplares,0.405245739502
policia,0.0138138225373
aysa,0.153453158905
sri,0.000607603547661
octubre,4.84538971823e-09
dadá,0.000212663978534
enterarte,0.149017040554
calcetines,0.000117173185338
discutible,0.00280591804536
bañate,0.341905709219
atendió,0.278166186338
antifutbol,0.201444673417
acordar,0.000339795900237
galaxias,0.207085051265
daban,0.00228856643311
puuuto,5.12731817893e-06
merendarr,0.00926523874742
continúo,0.00445945871596
calentonas,0.000297875398229
cholito,0.00394623978274
recargo,0.0201151922686
júrame,0.000558397019881
cardiologo,0.000160752810891
morfiii,0.00456610854085
hoolaaa,4.22998234925e-06
equipazo,0.945221144726
krane,0.974729796324
malon,0.178419111927
britney,2.07409369975e-05
tor,0.0500723562028
razonamientos,0.000260111974559
quejarse,1.44370246261e-05
cansare,2.35544913359e-05
vaan,0.00413198408553
bonne,0.137334013789
mit,0.00277049300058
colita,3.93495066403e-05
nonaaa,4.58238097279e-05
pararon,2.88572577645e-08
enojooo,2.64060390345e-05
sobresaltos,5.3812100061e-05
tieeerno,0.000125662959695
drogado,7.25036552906e-06
aclaraste,1.60319117301e-05
sentarse,0.0440790671403
lasa,0.00808189986021
celebracion,0.000793632021409
cañaso,0.0949654787795
verloo,0.758767303602
funes,4.54275773164e-05
metrosexual,0.000180652449524
saquemos,0.000985294421675
acatar,0.0266076512383
profesión,1.20501485497e-05
jajajajajajjajaja,0.000101690539448
girando,3.28812139728e-07
empoderamiento,0.201641532505
hood,0.164003288916
cambiada,0.00438140216254
paralelo,0.00737855832137
pharrel,0.00151889941018
encontrarás,3.00621377377e-11
putooos,4.91189415111e-05
quebró,0.00170556333348
congele,0.00133982010198
ejercicios,2.05621213142e-09
extrañas,1.70879378989e-09
fanas,0.0704893215186
rematarla,8.91580447471e-06
burles,4.92674225532e-07
citos,0.000283088320295
orgullos,0.00246092044729
dineros,0.00717845921707
mujeer,0.0435788995329
tostada,2.41097027619e-07
garantiza,6.20893346857e-08
jalar,0.000237236268483
jajajajajajajj,9.27622581594e-05
matenla,0.00030524756921
viendo,2.90324451627e-28
tartaaa,0.00828583506285
sonreía,0.000616923508645
lavecchia,0.000493937287999
gordito,0.125978029237
acosta,0.0725885916003
aireado,0.00276163284984
studio,0.00753227412595
miembro,0.00124397950609
dañino,0.00586353788426
insensatez,0.00956829454634
perrrdon,0.985892892921
llamo,0.00225915830367
arrepentirás,0.0487538297661
tocaban,0.00340243624407
madrugando,6.07773472212e-05
jardin,1.30806464704e-06
imaginándote,0.00965494503571
hicieras,0.0239648664003
concentrar,0.156346612438
bombilla,0.281603939075
orsuelo,1.29980858948e-05
paypal,0.0882234619396
culpan,0.000156139878195
casen,4.16456633326e-05
indignadisimo,0.013982134661
cardíaco,0.000198114767011
egresaron,0.00700158993286
locamente,6.6250949521e-05
noya,0.000233238677908
adaptación,0.00274591874607
pelele,0.0121412163863
bronceador,0.612199241044
sangrar,5.24456865379e-07
fuck,0.0226548129747
informar,0.000958054258213
gustito,0.00115867473273
esté,4.37447252387e-09
meados,0.00195233950226
tregua,0.000511112112296
lavaropa,0.000186834063634
pagada,0.0091507425379
picaditaa,9.4986727897e-05
dudarrr,0.0316873265091
anunciar,0.000318256138592
descartables,4.44394280065e-05
suertuda,6.66492946162e-07
sandler,0.293477174604
sentimentalismo,3.46324023014e-05
burlaste,1.47447858314e-07
huy,9.34905297233e-05
perderr,0.00709449740191
fiii,0.00865265688817
inoperantes,0.00195651911695
cn,2.30167497362e-05
münich,0.219696759432
andate,3.72077339453e-10
aperturas,0.000446775617346
pondrán,0.00144747659629
ganamo,0.0895487945673
adquiriendo,0.00101065494568
omaiga,0.00548264358323
generacion,1.39060538389e-06
pachooo,9.32502085344e-05
rapoport,0.0349334839467
desnudan,0.00503775038811
ancianos,0.0668019173653
killed,0.00229055229151
estreno,4.45942897973e-06
bebidas,8.17251630083e-07
momentosss,1.83613653569e-05
fugitiva,0.00928574558384
evasor,0.00752966746991
sobran,3.98197132022e-06
matemático,0.130000093327
cuestiona,0.859784655962
sentada,3.93285311168e-13
fiba,0.00166789136652
ayeer,0.00291374605968
abdomen,0.00228943757956
reaccione,0.0144688773635
ficha,7.83442568944e-07
tips,2.82025786696e-05
nombran,0.0173096835014
azkaban,3.01197328084e-05
obligaciones,1.14611906885e-07
tenacidad,0.0434494812131
faltaba,4.64536727025e-08
actuarán,0.0010726961602
jajajajajjaja,3.71677769788e-10
imaginé,0.000137711708583
jajajajaka,4.49370621721e-06
acosan,0.0107815028093
diuj,0.000215784871595
gansada,3.15439885538e-05
jaajja,0.00453847577077
títeres,0.567992850611
generaron,6.46413713655e-06
filo,0.000360201489523
assange,0.000889888550035
convidame,1.18188932067e-06
polacooo,0.000812694173198
jodanme,0.000406552061834
dubai,0.00052029273601
favoritaaa,0.00031636438429
berretin,5.76930858208e-05
dudas,1.26673354999e-21
abrocho,0.00029080903493
llamarías,0.103030419365
holass,0.000966567253902
marìa,0.176641180494
sorprendieron,0.0011489239579
brutaaa,0.000540930522879
tierrrno,0.00100494152365
culpemos,0.0301908486538
etchart,0.0904942153609
defendé,0.0307685352169
sirviente,0.000190852499883
apurarme,0.000919856948778
abrazarlo,0.00140774461627
canibalismo,0.0754941088749
cobré,0.000121301329125
kda,0.00448284289567
lil,0.000329992298498
precandidatura,0.00906810296609
politicos,2.23308483616e-06
chet,0.276631266632
declararon,0.0300881648989
casaría,0.0125622419172
multicolor,0.000110173959863
tjr,0.00801387633379
interpretó,0.00108247251164
loquitas,0.11034870643
jjajajja,6.16997237937e-07
cambioo,1.05621624561e-06
goodman,0.00175364239803
cortaste,5.23100179298e-08
abecasis,0.0249712768769
llamala,4.87440679061e-05
psc,0.116078164988
andatee,6.17885565076e-05
cercaaa,0.131351088627
solvente,0.0134874809599
atea,1.08873753005e-05
apache,0.0773919656188
apagon,0.00560422281558
believer,0.0986229443588
pastizales,0.0106864405224
metrobus,0.0002956843923
vergotas,0.00812847749205
astor,0.000107942962402
ronca,2.94727971136e-08
frondoso,0.0983429287032
papeleo,0.0404908306061
bicicleta,5.91270909646e-06
éstos,0.000187199549535
encontraba,0.00824949197976
holap,0.380212487785
apena,0.520518709576
mediática,0.000313738133017
desfilar,1.61888752304e-06
caravanaaa,0.00107155828885
meseees,0.00727572478127
problemática,6.51463803013e-09
lokito,0.00815820724169
cracks,1.9893531384e-06
cacao,1.78556505273e-10
delegaciones,0.00011866927451
levantará,0.00876050954544
williams,8.99866552417e-07
admit,0.00878545991088
ropa,7.81354835026e-25
payasaaa,8.92478895921e-06
muucha,0.203651547259
nannis,0.0709920029495
ahijado,3.14832428261e-07
automatico,0.000105848476042
bublé,0.00449891919313
estaño,0.0160258550008
invitó,3.14306156089e-08
soda,0.024334340313
híbrido,0.000147901568001
aprobeee,7.51814312699e-05
floral,0.00247928525767
nights,0.960816860149
pasaporte,0.000121136270837
rouse,0.00790600499124
garchando,1.44384942325e-05
encontraron,4.26875790642e-05
gritando,0.000384540979273
reiré,0.000113533503904
cantá,0.00711072562947
cityy,0.000862967421152
estudiar,3.37893983764e-80
granados,0.000537258555902
satélite,0.000260879918185
pasamos,3.86995539892e-08
porfinnn,7.93685411527e-05
cagadera,0.00178105215649
mob,0.00602956631754
foals,0.0750180184771
cunado,0.000354403251542
campbell,0.000225037176026
claudia,0.00588952663925
invitaron,4.73058356541e-06
existís,2.20532044041e-07
poquito,3.62666832027e-11
smaug,0.000449728992026
compone,0.00963744550796
enchufe,2.28884169506e-07
champange,0.00170883915681
default,9.09529642822e-06
ptes,0.00280692414232
trágica,0.0130135049459
pasear,1.07286740849e-06
dealer,0.000481519613115
lujooo,0.000592787765875
chandon,0.0406312773008
meta,3.76769301761e-24
creeo,0.464535725898
acento,0.00467831585596
atuendo,0.000206308754279
plin,0.00148296491251
laburos,0.00307406751726
tenaza,6.06055767615e-05
requisito,0.0292380718009
demacrado,0.230100722743
besan,9.90783783788e-07
verla,2.86747660552e-21
reis,1.77162202542e-05
camuchi,0.00104179394878
desaforadamente,0.00332641107987
chapulin,0.0193351723038
paraaa,1.28841944303e-12
votala,0.764511016381
gandhi,0.0758185680562
sony,0.010118575314
clasicas,0.0135977601731
karma,4.17500739703e-11
bincha,0.000817559777658
nacion,0.127958217253
gap,0.000332963618497
hockeyyy,0.0119680404592
arrepientas,8.93589167363e-06
quejemos,9.31350591516e-05
pegara,0.00307054684728
determinación,0.044543774912
regaladas,0.00110237561942
parrillero,0.00405544110416
alivio,7.28242086381e-07
imperial,0.000901599109936
saliiir,0.000169453493594
zed,0.00294872665457
sr,0.00157789803827
tona,0.0428101779838
arsat,0.000107194075891
prenderlo,0.0148218016946
procesó,0.000192642326934
vínculo,0.00692718044015
qiera,0.00235797106031
noseee,9.67211461214e-13
stalkeandote,0.0030358680823
gargantaaa,0.00898566900923
chamuye,0.0028529476731
forr,0.00339892414895
miernes,0.0134149147177
mejorará,6.52594837818e-05
jajajjajajajajaja,0.000100030794953
pusooo,1.99169179765e-05
trastornada,0.0640267287884
estudien,0.0204408653815
analice,0.0281050071148
atiende,0.38844145811
size,3.19933828475e-05
naranjos,0.0386437227417
facking,0.00173358416177
lleges,0.405345748777
rescatistas,0.000816187907998
pedí,0.000198821748733
salvajismo,0.000116302852477
stich,1.49275260588e-05
buey,0.000537467312258
joe,0.00306724209465
jajajajajajajajajajaj,0.000255930705565
muelaaa,1.4196424198e-05
convencida,0.0126168541995
participativa,0.00391520202302
inaugurará,0.028571269854
guita,5.88626632257e-08
uti,0.00604013334164
pasandooo,0.000881322312415
negó,0.00152128185726
discrimino,0.0122047438981
carteles,1.50207681759e-05
docencia,5.88060819653e-05
hole,0.000184596346883
suspirar,7.00648832208e-07
comerlos,0.0163981379777
quilombos,4.54513097282e-06
morfan,2.83762468382e-06
estubimos,0.00891054828067
ficción,0.000103751050017
cítricos,0.000298006798528
contame,1.27063450507e-13
escuchaban,2.15453139666e-06
colocó,2.40833456825e-05
frufi,0.0160377523383
relator,0.000721602051456
probamos,0.00027409499556
perverso,0.0016254422301
funcionando,0.00085803416158
reconocidos,9.18240451317e-05
mientra,0.000475393166315
escrutadas,0.000517168495688
rama,0.0100342474111
marea,0.0224938770695
nosee,4.37478478383e-10
publicidades,0.00252572822002
simpson,1.53248211617e-08
volvia,0.0412435145339
buche,0.000300062446655
iré,1.29191246312e-07
condición,6.33381740061e-09
totin,0.0477304123084
extrañandola,3.11070123822e-05
stuff,0.0110907800476
discurso,7.97280059741e-07
changui,0.00809217699211
medalla,0.000278584174654
exigentes,0.000388093261484
justino,0.0305708385866
quietud,7.41425563806e-05
inviten,4.83147953327e-06
better,0.00728050826155
ejerce,0.00396054389895
ayúdame,0.049563656181
morida,5.90159683703e-05
sings,0.057748261432
importarle,1.16528936737e-05
convenciendo,8.2574501077e-07
pedagógico,0.0616205571092
facuu,0.00136233288799
atraccion,0.000569537650011
tron,0.00718219233734
tuviera,4.69130335313e-06
sacando,8.35318378303e-11
cócteles,0.110368351575
trabajaste,0.000690653684494
depósito,0.00501599526334
descartando,7.81788484653e-05
meterme,6.95259925866e-07
juré,0.000449416168158
enfermado,0.000300896487643
venecia,0.00858351491275
aprenderé,2.72645602959e-05
revisan,0.148360162999
aplauden,0.000155668356366
iluminacion,0.244856919684
vaaan,0.00446313477923
anormal,4.96089391975e-05
enseñandole,1.90475946381e-05
jinx,0.000703006277736
cantarme,2.07927622871e-05
moviliza,0.977266605452
renunció,4.0206466514e-05
tuviese,0.00435375491026
odie,2.10238104043e-14
matungo,0.0059994623718
doña,1.13713286471e-12
comparaciones,3.02459584762e-07
lar,0.0156119170839
contratistas,0.00165063906419
pelarme,4.6235166953e-08
portar,0.197782388449
ataduras,0.221159797959
imperfectos,0.000583310920774
hermosoo,0.000639515123187
haz,2.93661361272e-07
brújula,0.0391572013773
abrace,1.47896644127e-07
nepe,0.00775884591424
charuto,0.00357933548954
tocadas,7.42208564666e-05
promociono,0.000200069320106
fumando,0.000359685196111
expulsiones,0.0002032448531
sopa,2.05388334644e-11
opina,0.00314677184917
revolea,0.00526486309548
hercules,7.90804192666e-05
audacia,0.113747596536
jugaba,5.47803556479e-05
daniel,1.04043396808e-05
agitó,3.87685882578e-05
cio,0.0032883232027
seguian,0.000155608446962
finaal,6.90903482665e-06
cuello,0.00124872280783
fachaa,2.8060960643e-05
adoptada,0.0001764348145
kill,0.103763729772
cuadrito,9.02061095141e-06
natalia,0.00440876062542
onda,5.45462904378e-60
rarita,1.92466273766e-06
terminado,0.000200893154225
aam,0.000203325404868
productivo,0.000206767980477
arrancá,0.00610357657802
fanáticos,3.07221371926e-05
chon,0.000372257366824
shampagne,0.00026313054935
democráticos,0.00022025062309
manejan,0.00282857671469
saludarlo,0.00170472737855
mediaticos,0.00103523977806
doblemente,9.320366891e-06
medicado,0.00248076234066
soñé,6.63055719719e-11
siria,0.003866528611
irse,0.000616675065219
detención,0.000453801958695
shippuden,0.0645617692736
despedimos,0.00112269851255
seguis,0.000618458147519
explicamelo,2.83302489594e-05
ajjajajja,8.04391016976e-06
recompensa,0.00266289420209
recuperate,0.20719237595
hospitalaria,0.00283797876314
espectador,0.82728418135
pepa,0.0933471792509
qua,0.0489108041387
hiper,0.000389505699552
intelectual,0.00519394871085
mich,0.000761021563413
cusndo,0.000187352128532
meeentira,2.42081934937e-06
barca,0.00173283597527
joroba,0.00302494703305
exxxtraño,7.40097298774e-05
adorada,0.0293776418546
conmemoró,0.0527120649951
jajajajajaa,1.78478379325e-11
capáz,0.000268351020638
señalada,0.0116969860961
vini,0.000428612319266
trece,0.00274943867703
saxo,0.00036205097251
merecidísimo,0.00169894151523
sílabas,0.000370289451838
wall,0.202274844937
descarto,0.0790045276178
desordenada,0.000661259671273
brea,0.0233084493864
dennnso,9.04337285607e-05
actualizaciones,2.79921795905e-05
grimm,0.0552366874081
cambiaré,2.11724705201e-06
sound,3.03534564717e-05
línda,0.00115403826917
oshea,0.0414236462537
cautiverio,0.00285741224606
humanos,0.0675583194136
ruidosa,0.314535717593
violenta,0.00284319841558
hizooo,0.00244960881557
iiih,0.00193080809951
bengala,0.170416788503
olé,9.32533996176e-05
despejarte,9.05506479237e-05
gasa,0.0551710936274
wesley,0.00405707627803
banks,3.16156378444e-05
yourself,0.387822423819
princeso,0.000168357930699
ahii,5.16585778814e-05
corregí,0.00954938211068
finished,0.319187031697
fideo,0.000883501656544
drag,0.000988661844794
garantizó,0.00236791056985
expulsado,0.000251425715072
disculpame,4.56905875902e-07
típica,1.16294320148e-05
media,9.19153495434e-20
idiotas,2.19510139285e-14
chicos,1.91354654083e-13
touched,0.000804477482439
ruth,7.91267109329e-05
cortes,5.56202760028e-06
previo,1.76532852994e-05
andarme,0.000115704785263
atacamos,0.000103310411049
personal,2.38718148863e-15
alquilar,0.00893303813882
nochecitaaa,0.0987080851149
estratégica,0.00195561587954
ejecutado,0.000360645164927
torturan,0.135838244866
lentitud,0.024799477852
ineficiente,1.05961148365e-05
retwitteo,1.37984502534e-06
subite,0.000369513298845
transportador,0.000801569913714
sumamente,0.0108148969121
zorry,0.000259932709594
repugnante,0.710501760684
exclusión,0.00100646931
cortando,1.2050542902e-10
mecánico,0.0108391861354
dandonos,0.000246866871908
orttto,0.00493627008916
manuales,0.00269049802927
seña,0.0028896346855
ponele,0.829456554908
agradecida,0.00692901033738
dubi,0.00274496362174
amaa,0.000192886274978
fu,1.91559482554e-05
madera,0.029569007977
inundas,0.0131801193376
campeona,0.0430780157183
consultado,0.000130207549145
aaw,0.00311195942276
louis,0.0821577482627
mazzola,5.71230507089e-05
alegras,0.00101568172702
chicken,0.00404096412904
produjeron,0.00034690056354
prendo,7.33936142363e-10
hale,0.080095083388
ciertooo,3.11961694037e-06
lógica,0.0002539575401
engañarse,2.06504338469e-07
chapó,0.00643569556589
aron,0.0405640847664
cliente,0.00183955147535
perversa,0.00299360627179
az,3.8113378708e-06
iluminado,0.000237457956733
levantate,8.28481570857e-10
cani,0.00284902035401
mini,0.00301980879985
síganme,0.0118348915351
diosaaa,0.00442552335354
genialesss,0.000234924717926
buenisimaaa,0.0591942693186
quedo,9.69286584013e-52
isn,0.000410191101851
acerquen,0.0191064714744
bola,1.33170904569e-27
kazca,2.98276599732e-05
reparte,0.00104817922547
razr,0.0037068830543
desiluciono,5.41787930061e-06
anoréxica,0.00547862389526
echarri,0.0203032249256
mitología,0.0031443824773
laburen,0.41032982223
enterarme,4.17619370989e-06
meeel,3.18384010947e-05
marimar,0.000730358322915
durando,4.22009353285e-05
suicidas,0.614289424531
cristianas,0.00803580823648
empezar,1.17179534668e-52
fasos,0.000308179965067
expondrá,0.000681707283403
midachi,0.00016783925903
patetica,0.00117767753285
diasss,1.60243391738e-07
champ,0.0313145637356
imposibilidad,0.193698135821
chaleco,8.51315241607e-07
taper,3.94943532308e-05
entendiii,0.0910889497123
matioli,0.175193197284
apego,2.4973469379e-06
buscaaar,0.000299590975662
antifiesta,0.00496138468277
almería,0.0534284872098
construyeron,0.235763811155
pecador,5.76705316869e-06
abismos,0.0277344102122
call,0.596576483228
pies,4.80182451569e-06
medias,0.00011841565608
preparar,0.144434141456
inventario,0.0154688632154
jubilacion,0.992739078379
obesos,0.00104140990797
cooking,9.01440076582e-05
dictan,7.41832221589e-06
containers,0.0760823239724
cagándose,1.42213429421e-05
lamentable,9.15235375116e-06
escucharon,0.000179433451329
javi,0.507635192092
oea,0.0162389939617
par,0.00704507977692
ejercicio,0.000114166032704
notebook,2.53958076686e-05
acostaste,9.47837507726e-06
pain,7.99269282878e-06
tooo,8.51264604987e-05
amarlo,0.00809610969923
gomito,0.00637672245005
esperá,0.00815909076698
excelenteee,0.000354994373637
fotitos,3.9666001256e-07
pechos,0.00287913937683
pulgadas,0.36635269811
acuerdense,1.23252331035e-05
pudriooo,0.000189314861027
migraña,0.000132176754226
puta,2.32076756332e-66
preocupó,0.000172872142506
delfines,0.00653887074884
arme,0.00419696461913
eliges,0.000305339646534
agustin,0.0080268962205
cojes,0.00767882181501
tercerooo,0.000159994700697
tomorrow,0.442390938768
paisss,0.000121710318323
supervivencia,1.14302552168e-05
histórico,2.408127869e-06
condiciones,1.65878659341e-18
autoregalar,6.20087426346e-06
dejoo,5.95732330317e-05
actualización,4.86218614897e-12
finalizando,0.00126941923065
suegrita,0.000212113251746
considerarse,0.000201891982061
used,0.0504682038323
medicinal,0.00106877447343
ensucio,0.000409942454749
aspirar,1.42728191681e-06
jax,0.0110425077571
laif,0.000257038204577
legitimidad,0.0443919135487
ultimando,2.44817849835e-07
antipánico,0.000919731036935
desconocimiento,0.00366332823691
contenida,0.000339963622218
championsss,0.308406814788
araceli,0.00174789781498
pasense,0.000790129985583
auditoria,0.0155197081157
pastilla,0.000130591519262
cabaret,0.000298461470882
incidente,0.000883503120404
acostumbrada,2.67770441474e-14
yuuu,0.00166241894877
peterson,6.08493005234e-05
insomnio,0.00349995004383
taco,5.28767091786e-05
llamarnos,0.000285818735225
ortos,0.000918081181746
geografiaaa,1.73633456554e-05
sonn,0.080170902758
buitre,1.39318840019e-06
